nextlevelbuilder/ui-ux-pro-max	https://raw.githubusercontent.com/nextlevelbuilder/ui-ux-pro-max-skill/main/.claude/skills/ui-ux-pro-max/SKILL.md	Comprehensive UI/UX design intelligence with 50+ styles, 97 palettes, and 9 technology stacks for building professional interfaces.
wshobson/interaction-design	https://raw.githubusercontent.com/wshobson/agents/main/plugins/ui-design/skills/interaction-design/SKILL.md	Design and implement microinteractions, motion design, transitions, and user feedback patterns for delightful user experiences.
dimillian/swiftui-ui-patterns	https://raw.githubusercontent.com/dimillian/skills/main/swiftui-ui-patterns/SKILL.md	Best practices and example-driven guidance for building SwiftUI views and components. Includes tab architecture and screen composition.
dammyjay93/interface-design	https://raw.githubusercontent.com/Dammyjay93/interface-design/main/.claude/skills/interface-design/SKILL.md	Specialized skill for interface design: dashboards, admin panels, and SaaS apps. Focused on craft and consistency.
wshobson/wcag-audit-patterns	https://raw.githubusercontent.com/wshobson/agents/main/plugins/accessibility-compliance/skills/wcag-audit-patterns/SKILL.md	Conduct WCAG 2.2 accessibility audits with automated testing, manual verification, and remediation guidance. Use when auditing websites for accessibility, fixing WCAG violations, or implementing accessible design patterns.
anthropics/canvas-design	https://raw.githubusercontent.com/anthropics/skills/main/skills/canvas-design/SKILL.md	Create original visual designs and art on digital canvases using design philosophy, focusing on form, space, and color.
antfu/antfu	https://raw.githubusercontent.com/antfu/skills/main/skills/antfu/SKILL.md	Anthony Fu's opinionated tooling and conventions for JavaScript/TypeScript projects.
antfu/nuxt	https://raw.githubusercontent.com/antfu/skills/main/skills/nuxt/SKILL.md	Nuxt full-stack Vue framework guidance for SSR, auto-imports, file-based routing, and server routes.
antfu/pinia	https://raw.githubusercontent.com/antfu/skills/main/skills/pinia/SKILL.md	Pinia state management best practices for type-safe Vue stores, getters, and actions.
antfu/pnpm	https://raw.githubusercontent.com/antfu/skills/main/skills/pnpm/SKILL.md	pnpm package manager guidance for strict dependency resolution, workspaces, catalogs, patches, and overrides.
antfu/slidev	https://raw.githubusercontent.com/antfu/skills/main/skills/slidev/SKILL.md	Create developer slide decks with Slidev using Markdown, Vue components, code highlighting, and animations.
antfu/tsdown	https://raw.githubusercontent.com/antfu/skills/main/skills/tsdown/SKILL.md	Bundle TypeScript and JavaScript libraries with tsdown, including declarations and multi-format builds.
antfu/turborepo	https://raw.githubusercontent.com/antfu/skills/main/skills/turborepo/SKILL.md	Turborepo monorepo build system guidance for pipelines, caching, filtering, CI, and package boundaries.
antfu/unocss	https://raw.githubusercontent.com/antfu/skills/main/skills/unocss/SKILL.md	UnoCSS atomic CSS engine guidance for rules, shortcuts, and presets like Wind, Icons, and Attributify.
antfu/vite	https://raw.githubusercontent.com/antfu/skills/main/skills/vite/SKILL.md	Vite configuration and plugin guidance, including SSR and Vite 8 Rolldown migration patterns.
antfu/vitepress	https://raw.githubusercontent.com/antfu/skills/main/skills/vitepress/SKILL.md	VitePress documentation site guidance for configuration, theming, and Markdown plus Vue content.
antfu/vitest	https://raw.githubusercontent.com/antfu/skills/main/skills/vitest/SKILL.md	Vitest testing best practices for unit tests, mocking, coverage, fixtures, and test filtering.
antfu/vue	https://raw.githubusercontent.com/antfu/skills/main/skills/vue/SKILL.md	Vue 3 Composition API and reactivity guidance for SFCs, script setup macros, and built-in components.
antfu/vue-best-practices	https://raw.githubusercontent.com/antfu/skills/main/skills/vue-best-practices/SKILL.md	Vue.js best practices emphasizing Composition API with script setup and TypeScript.
antfu/vue-router-best-practices	https://raw.githubusercontent.com/antfu/skills/main/skills/vue-router-best-practices/SKILL.md	Vue Router 4 patterns covering navigation guards, route params, and route lifecycle interactions.
antfu/vue-testing-best-practices	https://raw.githubusercontent.com/antfu/skills/main/skills/vue-testing-best-practices/SKILL.md	Vue testing guidance using Vitest, Vue Test Utils, component testing, mocking, and Playwright E2E.
antfu/vueuse-functions	https://raw.githubusercontent.com/antfu/skills/main/skills/vueuse-functions/SKILL.md	Apply VueUse composables to build concise, maintainable Vue and Nuxt features.
antfu/web-design-guidelines	https://raw.githubusercontent.com/antfu/skills/main/skills/web-design-guidelines/SKILL.md	Review UI code for web interface guideline compliance, including accessibility and UX best practices.
raphaelsalaja/12-principles-of-animation	https://raw.githubusercontent.com/raphaelsalaja/skill/main/skills/12-principles-of-animation/SKILL.md	Apply Disney's 12 animation principles to web interfaces to make motion feel natural, organic, and human.
0xdesign/design-lab	https://raw.githubusercontent.com/0xdesign/design-plugin/main/design-and-refine/skills/design-lab/SKILL.md	Interactive design exploration workflow: conduct interviews, generate variants, and refine UI designs through feedback.
jakubkrehel/make-interfaces-feel-better	https://raw.githubusercontent.com/jakubkrehel/make-interfaces-feel-better/main/skills/make-interfaces-feel-better/SKILL.md	Design engineering principles for making interfaces feel polished, with focus on micro-interactions, typography, and visual details.
jakubkrehel/oklch-skill	https://raw.githubusercontent.com/jakubkrehel/oklch-skill/main/skills/oklch-skill/SKILL.md	Practical OKLCH color workflow skill for building consistent, accessible, and tunable color systems in modern UIs.
millionco/budge	https://raw.githubusercontent.com/millionco/skills/main/skills/budge/SKILL.md	Use when making single-property CSS or Tailwind visual changes in Next.js App Router projects. Presents a floating control widget for live tuning before persisting.
millionco/react-doctor	https://raw.githubusercontent.com/millionco/react-doctor/main/skills/react-doctor/SKILL.md	Run React Doctor to detect regressions in security, performance, correctness, and architecture, with score-based quality checks.
rams/rams	https://www.rams.ai/rams.md	Real-time design feedback skill focused on accessibility, spacing, typography, contrast, and component quality.
bencium/bencium-innovative-ux-designer	https://raw.githubusercontent.com/bencium/bencium-marketplace/main/bencium-innovative-ux-designer/skills/bencium-innovative-ux-designer/SKILL.md	Create distinctive, production-grade frontend interfaces with high design quality. Use this skill when the user asks to build web components, pages, or applications. Generates creative, polished code that avoids generic AI aesthetics.
accesslint/audit-and-fix	https://raw.githubusercontent.com/AccessLint/claude-marketplace/main/plugins/accesslint/skills/audit-and-fix/SKILL.md	Accessibility auditing and remediation workflow that combines detection, prioritization, and practical fixes for WCAG issues.
accesslint/contrast-checker	https://raw.githubusercontent.com/AccessLint/claude-marketplace/main/plugins/accesslint/skills/audit-and-fix/SKILL.md	Compatibility listing for contrast-checker installs from AccessLint's marketplace skill set.
accesslint/link-purpose	https://raw.githubusercontent.com/AccessLint/claude-marketplace/main/plugins/accesslint/skills/audit-and-fix/SKILL.md	Compatibility listing for link-purpose installs from AccessLint's marketplace skill set.
accesslint/refactor	https://raw.githubusercontent.com/AccessLint/claude-marketplace/main/plugins/accesslint/skills/audit-and-fix/SKILL.md	Compatibility listing for refactor installs from AccessLint's marketplace skill set.
accesslint/use-of-color	https://raw.githubusercontent.com/AccessLint/claude-marketplace/main/plugins/accesslint/skills/audit-and-fix/SKILL.md	Compatibility listing for use-of-color installs from AccessLint's marketplace skill set.
emilkowalski/emil-design-eng	https://raw.githubusercontent.com/emilkowalski/skill/main/skills/emil-design-eng/SKILL.md	Emil Kowalski's design-engineering philosophy for UI polish, components, animation, and production-ready frontend craft.
raphaelsalaja/generating-sounds-with-ai	https://raw.githubusercontent.com/raphaelsalaja/skill/main/skills/generating-sounds-with-ai/SKILL.md	Audit Web Audio API code for procedural sound synthesis quality, UX decisions, and parameter best practices.
raphaelsalaja/mastering-animate-presence	https://raw.githubusercontent.com/raphaelsalaja/skill/main/skills/mastering-animate-presence/SKILL.md	Audit Motion and Framer Motion exit/presence patterns with practical fixes for AnimatePresence usage.
raphaelsalaja/morphing-icons	https://raw.githubusercontent.com/raphaelsalaja/skill/main/skills/morphing-icons/SKILL.md	Build icon components that morph between SVG shapes with smooth, line-based transformation.
raphaelsalaja/pseudo-elements	https://raw.githubusercontent.com/raphaelsalaja/skill/main/skills/pseudo-elements/SKILL.md	Audit CSS pseudo-elements and View Transitions usage for hover effects, decorative layers, and transitions.
raphaelsalaja/sounds-on-the-web	https://raw.githubusercontent.com/raphaelsalaja/skill/main/skills/sounds-on-the-web/SKILL.md	Audit interface sound feedback for UX quality, accessibility, and practical implementation patterns.
raphaelsalaja/to-spring-or-not-to-spring	https://raw.githubusercontent.com/raphaelsalaja/skill/main/skills/to-spring-or-not-to-spring/SKILL.md	Audit animation timing choices to decide when springs versus easing curves produce better motion.
zarazhangrui/frontend-slides	https://raw.githubusercontent.com/zarazhangrui/frontend-slides/main/SKILL.md	Create animation-rich HTML presentations from scratch or convert PPT/PPTX files into polished web slides.
shadcn-ui/shadcn	https://raw.githubusercontent.com/shadcn-ui/ui/main/skills/shadcn/SKILL.md	Project-aware shadcn/ui workflow for searching, adding, composing, and fixing components with correct patterns.
leonxlnx/brutalist-skill	https://raw.githubusercontent.com/Leonxlnx/taste-skill/main/skills/brutalist-skill/SKILL.md	Raw, mechanical interface direction mixing Swiss print structure with terminal-inspired brutalist aesthetics.
leonxlnx/gpt-tasteskill	https://raw.githubusercontent.com/Leonxlnx/taste-skill/main/skills/gpt-tasteskill/SKILL.md	High-agency UX/UI skill with strict layout variance, typography, and GSAP motion engineering constraints.
leonxlnx/minimalist-skill	https://raw.githubusercontent.com/Leonxlnx/taste-skill/main/skills/minimalist-skill/SKILL.md	Editorial minimal interfaces with monochrome palettes, typographic contrast, and restrained visuals.
leonxlnx/output-skill	https://raw.githubusercontent.com/Leonxlnx/taste-skill/main/skills/output-skill/SKILL.md	Enforces complete, non-truncated code output and blocks placeholder or half-finished responses.
leonxlnx/redesign-skill	https://raw.githubusercontent.com/Leonxlnx/taste-skill/main/skills/redesign-skill/SKILL.md	Audit and upgrade existing interfaces to premium visual quality while preserving product functionality.
leonxlnx/soft-skill	https://raw.githubusercontent.com/Leonxlnx/taste-skill/main/skills/soft-skill/SKILL.md	High-end visual design guidance for premium typography, spacing, depth, and animation systems.
leonxlnx/stitch-skill	https://raw.githubusercontent.com/Leonxlnx/taste-skill/main/skills/stitch-skill/SKILL.md	Semantic design-system skill for Google Stitch with strict anti-generic UI generation rules.
leonxlnx/taste-skill	https://raw.githubusercontent.com/Leonxlnx/taste-skill/main/skills/taste-skill/SKILL.md	Senior UI/UX frontend skill that enforces anti-slop design decisions, motion quality, and architecture discipline.
pbakaus/adapt	https://raw.githubusercontent.com/pbakaus/impeccable/main/skill/reference/adapt.md	Adapt designs across breakpoints, device contexts, and platform constraints with responsive interaction quality.
pbakaus/animate	https://raw.githubusercontent.com/pbakaus/impeccable/main/skill/reference/animate.md	Enhance UX with purposeful animation and micro-interactions that support usability and delight.
pbakaus/audit	https://raw.githubusercontent.com/pbakaus/impeccable/main/skill/reference/audit.md	Run technical UI quality audits across accessibility, performance, theming, responsive behavior, and anti-patterns.
pbakaus/bolder	https://raw.githubusercontent.com/pbakaus/impeccable/main/skill/reference/bolder.md	Increase visual impact and personality for interfaces that feel too safe, bland, or generic.
pbakaus/clarify	https://raw.githubusercontent.com/pbakaus/impeccable/main/skill/reference/clarify.md	Improve labels, microcopy, and UX messaging so interface text is clearer and easier to act on.
pbakaus/colorize	https://raw.githubusercontent.com/pbakaus/impeccable/main/skill/reference/colorize.md	Introduce strategic color systems to interfaces that feel dull, monochrome, or visually flat.
pbakaus/critique	https://raw.githubusercontent.com/pbakaus/impeccable/main/skill/reference/critique.md	Evaluate design quality with structured UX scoring, persona checks, and actionable remediation guidance.
pbakaus/delight	https://raw.githubusercontent.com/pbakaus/impeccable/main/skill/reference/delight.md	Add personality and memorable moments through thoughtful interaction details and emotional UX touches.
pbakaus/distill	https://raw.githubusercontent.com/pbakaus/impeccable/main/skill/reference/distill.md	Simplify noisy interfaces by removing non-essential complexity and restoring clear visual focus.
pbakaus/harden	https://raw.githubusercontent.com/pbakaus/impeccable/main/skill/reference/harden.md	Make interfaces production-ready with robust empty states, edge cases, errors, onboarding, and i18n resilience.
pbakaus/impeccable	https://raw.githubusercontent.com/pbakaus/impeccable/main/skill/SKILL.src.md	Flagship design skill for production-grade, anti-generic frontend interfaces with strong craft and consistency.
pbakaus/layout	https://raw.githubusercontent.com/pbakaus/impeccable/main/skill/reference/layout.md	Fix spacing, composition, and hierarchy rhythm when UI layout feels crowded, flat, or misaligned.
pbakaus/optimize	https://raw.githubusercontent.com/pbakaus/impeccable/main/skill/reference/optimize.md	Diagnose and improve interface performance across rendering, motion smoothness, assets, and load speed.
pbakaus/overdrive	https://raw.githubusercontent.com/pbakaus/impeccable/main/skill/reference/overdrive.md	Push interfaces into high-impact territory with advanced animation, shaders, and ambitious interaction systems.
pbakaus/polish	https://raw.githubusercontent.com/pbakaus/impeccable/main/skill/reference/polish.md	Final quality pass for spacing, alignment, and consistency to prepare UI for launch.
pbakaus/quieter	https://raw.githubusercontent.com/pbakaus/impeccable/main/skill/reference/quieter.md	Tone down overly intense designs while keeping quality high and preserving hierarchy.
pbakaus/shape	https://raw.githubusercontent.com/pbakaus/impeccable/main/skill/reference/shape.md	Plan feature UX before coding via a structured design interview that produces an actionable design brief.
pbakaus/typeset	https://raw.githubusercontent.com/pbakaus/impeccable/main/skill/reference/typeset.md	Improve typography systems, hierarchy, readability, and text cadence for more intentional interfaces.
jakubantalik/transitions-dev	https://raw.githubusercontent.com/Jakubantalik/transitions-dev/main/skills/transitions-dev/SKILL.md	Production-ready CSS transition patterns for web apps, with drop-in snippets for cards, modals, dropdowns, panels, and page transitions.
